customer_id,call_duration,monthly_data_usage,contract_length,churn
C00134,"[59, 27, 34, 56, 46, 38, 14, 36, 53, 8, 35, 19, 30, 14, 59, 20, 49, 25, 40, 24, 14, 26, 38, 23, 22, 48, 57, 19, 46, 51]",17.59,16,1
C00135,"[3, 42, 19, 9, 28, 20, 45, 7, 14, 9, 59, 55, 57, 19, 47, 52, 14, 56, 38, 53, 36, 40, 17, 30, 9, 33, 56, 52, 25, 14]",1.37,28,0
C00136,"[11, 53, 35, 41, 59, 14, 30, 41, 4, 59, 4, 28, 8, 2, 41, 46, 22, 41, 56, 55, 16, 29, 49, 48, 30, 12, 35, 11, 46, 50]",12.94,28,0
C00137,"[21, 21, 5, 48, 20, 37, 3, 44, 33, 53, 9, 9, 4, 35, 17, 34, 24, 32, 1, 8, 45, 23, 47, 40, 12, 54, 12, 46, 47, 15]",15.81,22,1
C00138,"[41, 19, 26, 52, 29, 22, 40, 21, 51, 38, 20, 57, 29, 51, 4, 55, 7, 28, 28, 4, 22, 12, 45, 3, 22, 44, 2, 24, 34, 27]",31.03,6,0
C00139,"[55, 41, 1, 8, 23, 38, 6, 22, 25, 18, 17, 12, 6, 26, 27, 8, 19, 42, 1, 57, 29, 45, 49, 35, 40, 14, 35, 48, 45, 20]",9.04,25,0
C00140,"[56, 49, 13, 38, 49, 46, 49, 8, 43, 20, 33, 26, 39, 21, 53, 49, 42, 43, 54, 41, 9, 24, 37, 49, 41, 17, 24, 21, 51, 59]",20.95,2,1
C00141,"[39, 55, 41, 39, 13, 11, 46, 19, 11, 13, 46, 45, 1, 40, 44, 19, 12, 8, 8, 53, 45, 12, 48, 33, 45, 26, 39, 28, 58, 5]",24.38,7,0
C00142,"[8, 25, 27, 46, 23, 30, 45, 47, 23, 49, 47, 20, 18, 18, 2, 4, 30, 33, 36, 18, 37, 19, 47, 28, 40, 20, 49, 33, 12, 58]",23.23,17,0
C00143,"[51, 15, 41, 39, 2, 29, 41, 10, 2, 51, 11, 13, 10, 14, 18, 51, 54, 9, 57, 39, 28, 3, 20, 6, 27, 53, 2, 29, 38, 3]",48.71,35,0
C00144,"[16, 30, 40, 2, 17, 41, 12, 35, 43, 1, 55, 45, 15, 26, 37, 21, 49, 31, 25, 23, 24, 57, 38, 28, 21, 54, 43, 18, 36, 35]",2.75,20,0
C00145,"[45, 55, 9, 53, 38, 58, 30, 44, 34, 32, 3, 3, 28, 44, 15, 41, 23, 40, 11, 48, 32, 58, 59, 57, 54, 36, 33, 24, 39, 34]",47.57,2,0
C00146,"[56, 28, 37, 7, 4, 37, 56, 1, 1, 47, 20, 19, 29, 10, 18, 28, 35, 43, 47, 31, 27, 11, 49, 49, 38, 5, 8, 34, 48, 52]",29.31,7,0
C00147,"[56, 12, 38, 1, 31, 4, 49, 45, 50, 5, 30, 56, 24, 59, 3, 11, 45, 4, 26, 27, 46, 54, 43, 27, 42, 51, 50, 6, 59, 15]",39.89,32,1
C00148,"[53, 30, 42, 37, 58, 37, 42, 37, 35, 23, 6, 4, 18, 9, 49, 29, 13, 59, 47, 52, 17, 45, 32, 48, 22, 4, 5, 37, 41, 49]",21.8,19,0
C00149,"[13, 34, 45, 22, 53, 59, 23, 51, 3, 42, 34, 32, 45, 51, 58, 49, 21, 46, 44, 21, 44, 11, 39, 4, 51, 1, 28, 24, 35, 13]",22.96,12,0
C00150,"[47, 34, 11, 36, 51, 17, 35, 18, 40, 22, 57, 24, 58, 19, 37, 39, 21, 8, 28, 5, 17, 37, 36, 54, 19, 27, 53, 34, 11, 54]",44.03,9,0
C00151,"[45, 47, 12, 54, 21, 54, 11, 39, 28, 5, 17, 56, 20, 41, 46, 58, 12, 6, 17, 51, 19, 26, 48, 44, 44, 52, 32, 6, 55, 58]",44.85,27,0
C00152,"[36, 38, 11, 33, 24, 23, 15, 27, 11, 57, 51, 50, 17, 51, 53, 14, 27, 18, 28, 51, 47, 47, 4, 7, 45, 35, 48, 9, 8, 52]",12.32,14,0
C00153,"[45, 17, 17, 49, 33, 32, 8, 19, 38, 3, 59, 5, 13, 47, 46, 31, 55, 16, 50, 32, 22, 29, 22, 43, 3, 54, 10, 42, 21, 16]",10.36,2,1
C00154,"[12, 2, 41, 24, 35, 56, 30, 57, 30, 47, 35, 19, 50, 8, 26, 49, 40, 7, 30, 7, 3, 1, 36, 25, 37, 1, 15, 37, 13, 40]",25.06,21,0
C00155,"[8, 5, 9, 1, 36, 35, 2, 40, 23, 9, 34, 46, 14, 4, 30, 31, 38, 11, 35, 8, 3, 14, 13, 45, 32, 34, 45, 19, 59, 38]",45.06,4,0
C00156,"[16, 2, 40, 17, 55, 34, 42, 16, 38, 2, 2, 26, 13, 56, 47, 31, 34, 39, 3, 8, 23, 14, 56, 55, 27, 54, 29, 39, 53, 39]",16.46,21,0
C00157,"[1, 17, 41, 30, 53, 13, 21, 19, 53, 19, 57, 25, 22, 31, 17, 55, 23, 32, 10, 10, 36, 8, 54, 52, 20, 32, 50, 14, 50, 28]",32.77,22,0
C00158,"[46, 52, 53, 24, 15, 22, 30, 4, 13, 59, 23, 8, 18, 12, 55, 31, 14, 34, 18, 56, 34, 11, 41, 12, 49, 15, 57, 31, 49, 58]",35.55,2,0
C00159,"[29, 26, 18, 32, 22, 38, 17, 23, 24, 50, 8, 41, 6, 5, 44, 57, 29, 28, 11, 57, 1, 43, 19, 9, 27, 34, 44, 4, 36, 18]",39.04,17,0
C00160,"[15, 51, 13, 19, 49, 6, 48, 56, 12, 51, 37, 17, 58, 23, 26, 29, 33, 27, 25, 56, 55, 10, 47, 23, 21, 21, 43, 13, 37, 33]",28.41,19,0
C00161,"[24, 44, 11, 17, 4, 47, 25, 30, 9, 21, 20, 19, 19, 12, 37, 42, 17, 37, 54, 48, 39, 28, 41, 35, 47, 48, 18, 14, 35, 44]",20.42,24,1
C00162,"[41, 7, 41, 13, 18, 37, 13, 36, 31, 2, 16, 9, 9, 38, 11, 54, 56, 22, 33, 36, 45, 23, 45, 45, 34, 9, 24, 8, 7, 36]",48.37,20,0
C00163,"[18, 3, 28, 6, 44, 44, 21, 28, 40, 54, 54, 1, 36, 21, 43, 35, 13, 57, 49, 54, 54, 10, 53, 44, 47, 53, 10, 46, 13, 37]",30.76,12,0
C00164,"[38, 24, 2, 22, 17, 36, 14, 10, 35, 25, 3, 47, 38, 17, 12, 54, 52, 24, 29, 43, 25, 36, 58, 26, 38, 1, 20, 55, 28, 16]",36.56,25,1
C00165,"[47, 17, 40, 28, 58, 12, 27, 54, 53, 42, 59, 47, 30, 41, 34, 37, 6, 7, 32, 32, 53, 25, 33, 55, 58, 7, 52, 57, 12, 16]",17.58,23,0
C00166,"[16, 43, 53, 36, 13, 7, 36, 47, 51, 9, 32, 11, 8, 33, 23, 25, 56, 8, 45, 22, 59, 4, 40, 3, 29, 41, 29, 34, 34, 28]",33.66,34,0
C00167,"[13, 15, 23, 44, 26, 4, 26, 40, 9, 55, 5, 56, 32, 20, 50, 11, 15, 32, 28, 22, 41, 17, 59, 26, 44, 7, 42, 57, 26, 25]",13.26,32,1
C00168,"[10, 59, 45, 19, 11, 13, 53, 8, 40, 4, 47, 31, 28, 11, 43, 1, 49, 47, 52, 38, 24, 54, 57, 47, 31, 41, 46, 50, 26, 49]",12.63,24,0
C00169,"[50, 5, 20, 52, 41, 11, 56, 54, 33, 50, 38, 27, 34, 15, 32, 58, 21, 46, 5, 6, 38, 22, 18, 14, 10, 46, 13, 31, 30, 3]",35.88,25,0
C00170,"[30, 6, 29, 8, 44, 45, 43, 44, 33, 17, 48, 11, 13, 50, 11, 31, 28, 44, 6, 41, 16, 4, 35, 48, 56, 59, 26, 57, 12, 11]",26.31,3,0
C00171,"[37, 25, 18, 19, 23, 55, 38, 54, 18, 26, 6, 4, 44, 51, 29, 59, 34, 17, 43, 43, 53, 16, 2, 34, 55, 8, 13, 42, 8, 30]",34.32,25,0
C00172,"[32, 36, 47, 30, 1, 43, 39, 17, 59, 20, 24, 50, 22, 29, 22, 44, 9, 37, 10, 36, 37, 28, 28, 42, 43, 21, 24, 42, 40, 2]",13.84,28,0
C00173,"[55, 8, 48, 27, 22, 37, 27, 57, 29, 3, 44, 13, 45, 10, 36, 9, 54, 56, 55, 27, 34, 51, 1, 32, 25, 29, 7, 49, 3, 20]",30.14,12,0
C00174,"[20, 53, 30, 35, 35, 49, 39, 27, 26, 14, 17, 18, 45, 52, 29, 20, 53, 27, 18, 4, 1, 50, 1, 58, 26, 45, 20, 52, 23, 10]",22.47,26,0
C00175,"[59, 11, 41, 41, 5, 58, 1, 17, 22, 34, 56, 45, 41, 29, 4, 5, 11, 56, 51, 21, 35, 12, 26, 51, 19, 45, 7, 47, 55, 7]",30.05,8,0
C00176,"[26, 40, 5, 21, 14, 4, 23, 42, 20, 15, 50, 52, 45, 29, 8, 41, 48, 19, 48, 39, 46, 28, 46, 57, 27, 4, 58, 15, 35, 37]",14.9,5,0
C00177,"[1, 3, 47, 24, 27, 40, 36, 34, 29, 24, 24, 42, 4, 3, 34, 57, 49, 23, 53, 56, 52, 23, 45, 5, 31, 53, 41, 57, 57, 54]",35.91,11,0
C00178,"[6, 37, 57, 10, 40, 7, 39, 38, 21, 20, 3, 51, 22, 47, 4, 28, 12, 38, 51, 36, 47, 41, 5, 13, 23, 58, 50, 30, 37, 25]",40.39,35,0
C00179,"[48, 27, 51, 14, 57, 48, 59, 47, 54, 36, 39, 16, 56, 22, 21, 54, 21, 8, 49, 16, 59, 55, 31, 42, 10, 32, 59, 34, 9, 17]",13.37,27,0
C00180,"[11, 32, 10, 22, 57, 17, 4, 48, 52, 47, 25, 59, 21, 37, 38, 49, 1, 25, 51, 36, 17, 41, 24, 2, 40, 15, 32, 39, 59, 6]",15.38,19,0
C00181,"[1, 47, 23, 58, 39, 57, 17, 34, 59, 41, 29, 9, 13, 6, 6, 20, 52, 53, 3, 17, 49, 12, 48, 47, 45, 55, 1, 17, 3, 26]",33.23,32,0
C00182,"[15, 36, 32, 32, 4, 18, 49, 19, 43, 52, 35, 40, 14, 58, 33, 14, 34, 55, 4, 24, 59, 29, 19, 6, 57, 33, 49, 40, 19, 53]",34.93,28,0
C00183,"[1, 5, 27, 16, 6, 40, 13, 48, 35, 19, 12, 16, 59, 43, 10, 25, 20, 31, 4, 44, 23, 2, 56, 22, 51, 57, 37, 8, 7, 14]",35.35,18,0
C00184,"[56, 55, 3, 50, 16, 55, 19, 51, 18, 52, 16, 8, 33, 49, 12, 53, 11, 5, 27, 12, 17, 6, 33, 5, 57, 28, 14, 5, 54, 56]",34.29,10,0
C00185,"[59, 33, 50, 48, 41, 19, 22, 5, 59, 2, 30, 47, 39, 4, 33, 13, 20, 54, 7, 15, 23, 14, 23, 19, 54, 29, 56, 20, 29, 24]",19.94,32,1
C00186,"[18, 10, 41, 57, 8, 26, 29, 10, 17, 2, 6, 58, 5, 28, 41, 5, 18, 26, 20, 41, 49, 27, 49, 12, 7, 59, 3, 10, 34, 25]",20.05,18,0
C00187,"[35, 16, 2, 24, 10, 38, 22, 26, 43, 55, 39, 27, 29, 47, 38, 20, 27, 41, 54, 20, 44, 19, 20, 35, 47, 2, 30, 53, 34, 22]",13.11,12,0
C00188,"[3, 6, 15, 27, 10, 9, 33, 32, 48, 6, 41, 59, 36, 59, 2, 29, 4, 1, 19, 26, 25, 10, 53, 15, 59, 22, 51, 48, 21, 59]",8.26,8,0
C00189,"[56, 22, 36, 34, 30, 25, 45, 28, 1, 49, 45, 4, 7, 49, 9, 36, 19, 1, 10, 36, 9, 45, 46, 42, 32, 32, 6, 48, 38, 17]",34.78,33,0
C00190,"[10, 50, 27, 54, 50, 35, 52, 59, 21, 25, 28, 47, 15, 4, 29, 59, 9, 27, 26, 19, 56, 28, 17, 43, 57, 41, 42, 50, 20, 45]",5.11,14,0
C00191,"[40, 39, 49, 53, 23, 47, 32, 52, 47, 33, 57, 46, 5, 43, 48, 34, 40, 11, 50, 3, 58, 33, 11, 16, 18, 30, 48, 55, 10, 18]",46.92,2,0
C00192,"[38, 19, 36, 59, 13, 56, 46, 3, 10, 38, 1, 55, 56, 27, 46, 8, 51, 46, 42, 17, 9, 6, 43, 25, 39, 49, 28, 33, 54, 37]",41.42,9,0
C00193,"[9, 18, 56, 59, 21, 2, 58, 43, 59, 38, 58, 40, 36, 50, 43, 37, 15, 28, 18, 34, 22, 11, 58, 57, 13, 4, 22, 7, 43, 54]",42.95,5,0
C00194,"[24, 4, 28, 15, 1, 55, 3, 14, 38, 50, 57, 1, 38, 38, 21, 48, 29, 5, 49, 10, 28, 21, 50, 7, 3, 45, 47, 20, 19, 35]",45.38,34,0
C00195,"[4, 5, 1, 4, 12, 27, 56, 42, 23, 25, 21, 58, 52, 24, 25, 45, 55, 46, 32, 55, 32, 5, 36, 46, 42, 49, 42, 58, 39, 16]",20.73,19,1
C00196,"[33, 49, 21, 9, 6, 51, 45, 35, 39, 22, 41, 54, 5, 42, 23, 17, 12, 23, 16, 3, 30, 57, 22, 9, 29, 47, 37, 23, 13, 32]",42.41,7,0
C00197,"[46, 52, 47, 48, 23, 45, 17, 55, 40, 21, 2, 37, 6, 44, 18, 30, 22, 54, 33, 30, 17, 43, 32, 42, 51, 14, 58, 10, 47, 51]",8.32,17,0
C00198,"[36, 34, 9, 42, 28, 11, 14, 39, 55, 47, 54, 19, 54, 15, 28, 24, 8, 43, 9, 47, 33, 33, 19, 3, 10, 40, 47, 42, 1, 29]",1.57,26,1
C00199,"[50, 34, 51, 13, 54, 1, 34, 29, 48, 47, 13, 48, 49, 53, 29, 39, 24, 26, 17, 7, 13, 5, 26, 49, 3, 7, 58, 49, 39, 53]",39.35,27,0
C00200,"[1, 49, 17, 43, 25, 59, 3, 15, 29, 53, 43, 32, 26, 16, 25, 54, 28, 9, 56, 56, 1, 29, 57, 22, 16, 41, 51, 44, 51, 54]",4.2,28,0
C00201,"[41, 7, 14, 29, 19, 19, 2, 41, 45, 15, 3, 11, 53, 46, 30, 57, 40, 18, 51, 48, 2, 32, 8, 22, 6, 12, 47, 57, 40, 36]",49.43,20,1
C00202,"[15, 28, 52, 57, 49, 45, 18, 2, 13, 45, 54, 15, 20, 29, 59, 42, 29, 3, 19, 3, 54, 14, 40, 59, 55, 4, 59, 52, 11, 58]",33.9,6,0
C00203,"[31, 43, 32, 27, 30, 43, 2, 49, 9, 28, 31, 34, 56, 15, 48, 25, 36, 8, 9, 58, 58, 37, 48, 45, 39, 32, 58, 52, 17, 35]",37.8,8,1
C00204,"[37, 19, 44, 29, 59, 7, 28, 9, 28, 6, 29, 58, 17, 16, 23, 31, 3, 21, 26, 36, 42, 37, 53, 22, 42, 12, 42, 13, 11, 54]",12.67,32,0
C00205,"[16, 8, 40, 59, 57, 40, 45, 59, 2, 30, 30, 12, 10, 44, 11, 15, 16, 17, 26, 2, 50, 12, 51, 26, 23, 18, 32, 49, 38, 57]",33.86,19,0
C00206,"[47, 3, 38, 3, 30, 1, 30, 45, 32, 28, 21, 58, 46, 13, 27, 36, 7, 22, 10, 39, 53, 15, 15, 4, 32, 23, 55, 6, 24, 20]",2.64,32,0
C00207,"[58, 37, 20, 12, 33, 28, 8, 1, 37, 22, 6, 21, 32, 35, 15, 5, 56, 46, 50, 48, 6, 25, 56, 46, 59, 56, 40, 29, 7, 40]",41.97,19,0
C00208,"[13, 38, 18, 2, 8, 11, 33, 54, 38, 48, 27, 20, 12, 43, 31, 27, 32, 10, 3, 45, 27, 35, 31, 15, 16, 13, 49, 35, 52, 11]",8.9,24,0
C00209,"[59, 21, 51, 54, 11, 30, 48, 53, 35, 22, 38, 31, 14, 24, 50, 49, 32, 36, 32, 55, 15, 43, 58, 35, 3, 16, 5, 21, 10, 19]",35.02,24,0
C00210,"[25, 4, 29, 19, 43, 2, 10, 43, 25, 20, 48, 19, 23, 24, 11, 46, 34, 55, 28, 5, 59, 5, 51, 21, 12, 50, 4, 54, 49, 42]",11.61,17,0
C00211,"[20, 38, 25, 14, 11, 32, 11, 18, 27, 55, 54, 18, 56, 23, 11, 21, 44, 5, 23, 41, 59, 25, 41, 54, 10, 22, 19, 1, 7, 4]",3.89,18,0
C00212,"[1, 15, 40, 12, 22, 22, 50, 47, 17, 29, 46, 14, 50, 20, 50, 48, 33, 55, 59, 43, 15, 12, 40, 54, 20, 30, 38, 3, 28, 56]",24.33,12,0
C00213,"[26, 30, 13, 13, 2, 37, 49, 38, 2, 36, 54, 26, 11, 8, 44, 40, 43, 22, 20, 8, 29, 40, 26, 30, 17, 20, 52, 55, 16, 46]",8.88,23,0
C00214,"[43, 7, 16, 45, 59, 47, 56, 48, 27, 53, 23, 24, 9, 35, 51, 20, 37, 42, 17, 47, 31, 55, 57, 8, 15, 31, 53, 30, 46, 20]",36.61,18,0
C00215,"[39, 53, 55, 12, 49, 17, 42, 30, 29, 19, 46, 11, 34, 50, 7, 44, 58, 34, 59, 20, 50, 38, 24, 10, 32, 52, 15, 37, 20, 3]",12.26,16,0
C00216,"[37, 57, 40, 8, 40, 44, 56, 23, 40, 11, 46, 8, 29, 30, 56, 10, 39, 28, 49, 36, 13, 32, 36, 37, 26, 22, 4, 31, 18, 38]",17.45,16,1
C00217,"[24, 56, 23, 22, 2, 31, 55, 11, 28, 46, 32, 5, 38, 10, 40, 46, 24, 35, 44, 48, 23, 17, 1, 55, 31, 31, 42, 57, 55, 42]",28.59,23,0
C00218,"[53, 56, 34, 9, 22, 13, 25, 48, 18, 51, 12, 40, 17, 15, 42, 15, 15, 55, 39, 13, 17, 32, 9, 40, 20, 26, 27, 21, 18, 13]",14.61,22,0
C00219,"[16, 9, 12, 44, 38, 19, 7, 57, 35, 48, 18, 16, 55, 39, 4, 59, 25, 32, 40, 13, 45, 17, 49, 37, 6, 19, 13, 57, 26, 14]",19.21,33,0
C00220,"[31, 54, 4, 39, 8, 25, 13, 32, 59, 38, 38, 56, 28, 53, 30, 3, 28, 3, 45, 54, 34, 16, 22, 32, 38, 8, 55, 8, 57, 6]",40.87,24,0
C00221,"[14, 32, 35, 10, 3, 59, 12, 49, 59, 31, 29, 5, 52, 25, 41, 31, 21, 58, 20, 39, 22, 4, 13, 45, 42, 50, 49, 20, 52, 13]",9.37,20,0
C00222,"[17, 54, 36, 33, 1, 15, 13, 17, 24, 58, 8, 50, 27, 45, 23, 46, 8, 8, 59, 26, 47, 59, 13, 39, 37, 49, 28, 25, 16, 55]",4.57,33,0
C00223,"[2, 54, 18, 17, 30, 39, 13, 32, 50, 29, 46, 30, 18, 13, 43, 21, 30, 21, 48, 55, 17, 40, 19, 52, 15, 9, 52, 10, 44, 31]",16.75,31,1
C00224,"[53, 23, 52, 30, 33, 57, 52, 9, 54, 47, 1, 44, 35, 11, 34, 16, 9, 32, 15, 12, 33, 45, 14, 57, 57, 8, 8, 27, 12, 1]",21.51,8,0
C00225,"[43, 40, 42, 51, 11, 39, 43, 31, 17, 33, 32, 58, 29, 21, 21, 40, 23, 56, 6, 22, 50, 38, 37, 45, 51, 54, 8, 41, 49, 35]",27.36,10,1
C00226,"[51, 11, 24, 49, 21, 51, 2, 40, 19, 39, 28, 59, 17, 6, 19, 56, 38, 28, 2, 38, 55, 37, 51, 52, 4, 22, 26, 49, 43, 36]",18.93,1,0
C00227,"[58, 13, 52, 58, 32, 17, 41, 36, 55, 46, 19, 58, 35, 46, 40, 56, 59, 28, 1, 42, 18, 48, 40, 33, 12, 8, 24, 16, 50, 4]",39.6,21,0
C00228,"[38, 44, 27, 9, 47, 16, 56, 12, 31, 24, 55, 14, 45, 25, 34, 3, 58, 24, 54, 42, 9, 26, 20, 40, 10, 19, 3, 24, 5, 3]",2.45,25,0
C00229,"[58, 27, 16, 49, 15, 35, 12, 41, 53, 44, 26, 47, 34, 23, 31, 50, 20, 12, 23, 4, 23, 48, 55, 48, 1, 54, 25, 2, 30, 3]",21.87,32,0
C00230,"[58, 21, 25, 20, 49, 52, 22, 21, 33, 52, 38, 15, 58, 58, 46, 52, 15, 46, 25, 21, 24, 57, 58, 5, 6, 49, 43, 48, 44, 47]",19.42,10,0
C00231,"[23, 4, 27, 18, 21, 28, 35, 22, 40, 23, 3, 40, 50, 10, 25, 52, 49, 8, 55, 11, 5, 58, 45, 53, 55, 37, 56, 59, 45, 38]",32.56,9,0
C00232,"[29, 5, 9, 59, 48, 2, 1, 40, 51, 30, 11, 28, 44, 12, 39, 26, 13, 59, 8, 54, 28, 58, 30, 9, 39, 31, 58, 21, 56, 47]",48.33,20,1
C00233,"[34, 55, 31, 52, 25, 12, 1, 55, 22, 40, 37, 47, 1, 1, 57, 42, 54, 42, 21, 15, 17, 22, 38, 35, 45, 16, 8, 47, 17, 17]",25.76,20,0
C00234,"[54, 26, 13, 17, 38, 17, 48, 14, 45, 6, 35, 46, 14, 47, 8, 15, 54, 27, 13, 49, 31, 53, 56, 35, 6, 5, 22, 58, 49, 23]",49.35,7,0
C00235,"[25, 34, 26, 47, 5, 26, 20, 6, 6, 59, 50, 18, 4, 17, 57, 14, 14, 13, 7, 44, 55, 15, 19, 43, 47, 44, 35, 17, 35, 19]",15.46,11,0
C00236,"[20, 36, 35, 32, 58, 48, 44, 40, 24, 17, 7, 43, 50, 1, 35, 32, 36, 13, 6, 58, 14, 37, 48, 15, 47, 4, 40, 59, 16, 28]",2.03,21,0
C00237,"[16, 4, 45, 26, 28, 32, 45, 2, 31, 3, 54, 8, 24, 15, 43, 31, 9, 39, 45, 2, 8, 7, 56, 44, 51, 39, 42, 57, 16, 35]",8.7,19,0
C00238,"[30, 10, 38, 18, 50, 5, 53, 29, 39, 34, 43, 45, 23, 5, 30, 6, 56, 58, 46, 44, 4, 29, 23, 6, 32, 42, 18, 15, 40, 58]",20.06,15,0
C00239,"[32, 9, 37, 10, 20, 6, 48, 56, 59, 3, 42, 11, 43, 17, 32, 4, 4, 17, 41, 19, 5, 32, 22, 56, 6, 35, 22, 1, 20, 22]",16.16,6,0
C00240,"[48, 55, 11, 13, 59, 42, 3, 9, 12, 23, 14, 33, 18, 49, 59, 41, 9, 23, 10, 19, 47, 5, 47, 52, 23, 30, 25, 28, 34, 45]",5.3,10,0
C00241,"[56, 48, 47, 25, 10, 14, 42, 57, 46, 58, 30, 55, 41, 25, 14, 35, 52, 48, 34, 10, 35, 11, 11, 21, 21, 22, 45, 7, 55, 17]",21.92,16,1
C00242,"[2, 12, 57, 42, 18, 54, 59, 11, 16, 49, 51, 18, 35, 53, 59, 26, 16, 6, 57, 44, 43, 47, 47, 48, 42, 12, 13, 4, 39, 54]",17.24,11,0
C00243,"[2, 26, 59, 27, 27, 15, 8, 7, 47, 55, 46, 40, 12, 13, 43, 17, 17, 56, 36, 21, 8, 5, 26, 16, 36, 28, 54, 29, 47, 12]",6.57,35,0
C00244,"[37, 30, 23, 16, 14, 10, 7, 45, 52, 37, 29, 3, 15, 36, 47, 46, 52, 19, 13, 42, 21, 37, 27, 55, 52, 29, 20, 25, 6, 36]",15.16,8,0
C00245,"[2, 22, 32, 16, 18, 5, 54, 36, 30, 45, 19, 23, 34, 13, 43, 54, 29, 36, 22, 52, 52, 47, 36, 9, 39, 51, 19, 38, 6, 52]",44.38,28,0
C00246,"[47, 15, 57, 20, 9, 32, 4, 50, 18, 5, 20, 23, 11, 37, 22, 58, 4, 29, 44, 34, 13, 42, 9, 42, 31, 7, 4, 19, 42, 30]",15.45,3,0
C00247,"[31, 35, 57, 21, 31, 19, 31, 53, 32, 2, 59, 52, 10, 2, 2, 24, 17, 32, 16, 16, 46, 39, 53, 31, 43, 24, 1, 11, 55, 21]",35.84,2,0
C00248,"[4, 7, 26, 47, 50, 12, 31, 17, 33, 11, 28, 32, 1, 47, 28, 53, 42, 7, 2, 42, 24, 4, 44, 19, 26, 11, 40, 50, 43, 11]",30.8,14,0
C00249,"[45, 3, 12, 3, 42, 27, 49, 54, 2, 49, 16, 2, 54, 30, 20, 38, 28, 25, 32, 10, 42, 40, 33, 13, 56, 41, 54, 42, 47, 37]",21.65,29,0
C00250,"[54, 16, 45, 22, 57, 20, 50, 43, 27, 41, 16, 34, 32, 26, 25, 2, 12, 40, 9, 12, 26, 9, 10, 32, 57, 34, 48, 20, 39, 2]",12.33,3,0
C00251,"[1, 51, 36, 24, 54, 27, 2, 31, 57, 14, 2, 29, 15, 12, 37, 28, 20, 39, 24, 21, 10, 46, 14, 37, 18, 24, 14, 34, 58, 12]",18.77,1,0
C00252,"[22, 56, 6, 36, 45, 36, 22, 14, 16, 36, 56, 25, 32, 33, 45, 36, 20, 18, 38, 3, 23, 32, 45, 59, 16, 59, 5, 4, 21, 40]",29.81,15,1
C00253,"[51, 14, 39, 31, 14, 6, 12, 16, 17, 45, 23, 14, 7, 46, 32, 15, 44, 17, 41, 54, 47, 44, 34, 5, 45, 27, 52, 23, 40, 59]",17.86,20,0
C00254,"[14, 15, 43, 33, 53, 31, 35, 17, 28, 19, 46, 54, 23, 32, 40, 13, 59, 20, 35, 5, 9, 29, 6, 25, 31, 22, 2, 45, 5, 27]",11.14,22,0
C00255,"[25, 8, 55, 1, 20, 44, 23, 32, 11, 39, 47, 54, 24, 11, 29, 54, 26, 16, 35, 20, 46, 3, 1, 58, 53, 47, 1, 17, 2, 29]",6.26,34,0
C00256,"[20, 6, 8, 29, 48, 51, 33, 3, 35, 5, 27, 44, 12, 20, 45, 20, 9, 39, 4, 51, 54, 19, 38, 27, 45, 43, 13, 13, 57, 22]",44.05,33,1
C00257,"[28, 52, 47, 53, 45, 22, 43, 19, 8, 52, 8, 42, 26, 48, 51, 26, 23, 43, 13, 28, 9, 20, 56, 19, 48, 39, 51, 12, 15, 31]",22.3,9,0
C00258,"[55, 14, 11, 26, 42, 27, 11, 38, 34, 43, 19, 6, 46, 52, 38, 49, 42, 28, 1, 35, 40, 8, 59, 52, 54, 47, 56, 7, 11, 39]",31.45,3,0
C00259,"[4, 25, 12, 26, 38, 46, 12, 43, 51, 53, 37, 46, 53, 24, 16, 57, 13, 25, 54, 54, 57, 52, 54, 4, 11, 32, 49, 7, 46, 58]",24.78,2,0
C00260,"[11, 28, 54, 41, 23, 45, 23, 50, 28, 43, 47, 57, 26, 25, 54, 29, 19, 33, 36, 14, 14, 35, 30, 28, 17, 3, 16, 46, 30, 52]",43.69,4,0
C00261,"[29, 45, 15, 46, 56, 25, 51, 38, 42, 59, 47, 53, 54, 52, 58, 38, 23, 25, 42, 7, 22, 17, 18, 49, 41, 10, 10, 57, 7, 48]",27.57,16,1
C00262,"[50, 38, 27, 52, 33, 1, 44, 53, 34, 4, 17, 4, 43, 54, 26, 4, 1, 7, 30, 50, 9, 35, 8, 24, 19, 36, 50, 52, 59, 43]",24.3,33,1
C00263,"[27, 32, 14, 57, 18, 28, 29, 16, 35, 47, 59, 59, 31, 4, 37, 17, 39, 48, 46, 26, 48, 39, 41, 4, 30, 30, 22, 11, 2, 44]",46.27,9,1
C00264,"[12, 30, 36, 18, 26, 53, 7, 1, 58, 26, 23, 26, 45, 6, 6, 44, 8, 24, 22, 19, 37, 18, 31, 37, 30, 57, 42, 33, 10, 37]",36.12,18,1
C00265,"[12, 54, 30, 27, 39, 9, 54, 21, 12, 55, 29, 33, 43, 53, 15, 2, 52, 39, 53, 44, 54, 18, 3, 7, 43, 18, 44, 38, 37, 58]",6.02,16,1
C00266,"[33, 44, 59, 31, 58, 11, 4, 59, 18, 4, 49, 34, 29, 24, 22, 2, 44, 6, 42, 25, 55, 57, 21, 55, 59, 16, 31, 14, 39, 28]",9.3,8,0
C00267,"[32, 28, 51, 55, 49, 9, 58, 45, 22, 32, 5, 23, 5, 42, 53, 32, 59, 10, 59, 39, 58, 15, 7, 29, 59, 47, 3, 19, 10, 28]",39.46,23,0
